PS-10_001_47_05_28_12_39_18_0,0,415
PS-10_001_47_05_28_12_39_18_1,0,415
PS-10_001_50_05_28_12_47_34_0,0,174
PS-10_002_47_05_28_13_20_43_0,0,404
PS-10_002_47_05_28_13_20_43_1,0,404
PS-10_002_50_05_28_13_29_06_0,3,561
PS-10_002_50_05_28_13_29_06_1,3,561
PS-10_002_50_05_28_13_29_06_2,3,561
PS-10_003_47_05_28_16_04_33_0,0,412
PS-10_003_47_05_28_16_04_33_1,0,412
PS-10_003_50_05_28_16_12_39_0,0,393
PS-10_003_50_05_28_16_12_39_1,0,393
PS-10_004_47_05_28_16_34_06_0,0,416
PS-10_004_47_05_28_16_34_06_1,1,416
PS-10_004_50_05_28_16_43_28_0,1,446
PS-10_004_50_05_28_16_43_28_1,1,446
PS-10_005_47_06_01_13_45_31_0,0,417
PS-10_005_47_06_01_13_45_31_1,0,417
PS-10_005_47_06_01_14_37_37_0,0,413
PS-10_005_47_06_01_14_37_37_1,0,413
PS-10_005_50_06_01_13_53_48_0,0,537
PS-10_005_50_06_01_13_53_48_1,0,537
PS-10_005_50_06_01_13_53_48_2,0,537
PS-10_005_50_06_01_14_45_39_0,1,613
PS-10_005_50_06_01_14_45_39_1,0,613
PS-10_005_50_06_01_14_45_39_2,0,613
PS-10_007_47_05_29_15_55_26_0,0,406
PS-10_007_47_05_29_15_55_26_1,0,406
PS-10_007_50_05_29_16_03_21_0,0,535
PS-10_007_50_05_29_16_03_21_1,0,535
PS-10_007_50_05_29_16_03_21_2,0,535
PS-10_008_47_05_29_16_09_42_0,1,405
PS-10_008_47_05_29_16_09_42_1,0,405
PS-10_008_50_05_29_16_17_23_0,0,303
PS-10_009_47_05_31_20_19_42_0,0,412
PS-10_009_47_05_31_20_19_42_1,0,412
PS-10_009_50_05_31_20_28_01_0,1,393
PS-10_009_50_05_31_20_28_01_1,0,393
PS-10_010_47_05_29_13_00_30_0,0,407
PS-10_010_47_05_29_13_00_30_1,0,407
PS-10_010_50_05_29_13_08_48_0,0,571
PS-10_010_50_05_29_13_08_48_1,0,571
PS-10_010_50_05_29_13_08_48_2,0,571
PS-10_011_47_05_27_10_47_46_0,0,383
PS-10_011_47_05_27_10_47_46_1,0,383
PS-10_011_50_05_27_10_55_24_0,3,436
PS-10_011_50_05_27_10_55_24_1,0,436
PS-10_012_47_05_27_10_41_29_0,0,400
PS-10_012_47_05_27_10_41_29_1,0,400
PS-10_012_50_05_27_10_49_18_0,0,303
PS-10_013_47_05_27_13_39_00_0,0,454
PS-10_013_47_05_27_13_39_00_1,1,454
PS-10_013_47_05_27_13_39_00_2,0,454
PS-10_013_50_05_27_13_47_56_0,0,202
PS-10_014_50_05_27_14_02_07_0,0,300
PS-10_015_47_06_02_13_59_50_0,0,413
PS-10_015_47_06_02_13_59_50_1,0,413
PS-10_015_50_06_02_14_07_59_0,0,539
PS-10_015_50_06_02_14_07_59_1,0,539
PS-10_015_50_06_02_14_07_59_2,0,539
PS-10_016_47_05_31_14_10_46_0,0,405
PS-10_016_47_05_31_14_10_46_1,0,405
PS-10_016_50_05_31_14_18_44_0,0,588
PS-10_016_50_05_31_14_18_44_1,0,588
PS-10_016_50_05_31_14_18_44_2,0,588
PS-10_016_50_05_31_14_18_44_3,0,588
PS-10_017_47_05_27_16_59_12_0,0,412
PS-10_017_47_05_27_16_59_12_1,0,412
PS-10_017_50_05_27_17_07_17_0,0,650
PS-10_017_50_05_27_17_07_17_1,0,650
PS-10_017_50_05_27_17_07_17_2,0,650
PS-10_017_50_05_27_17_07_17_3,2,650
PS-10_018_47_05_27_16_31_52_0,1,412
PS-10_018_47_05_27_16_31_52_1,2,412
PS-10_018_50_05_27_16_39_49_0,0,537
PS-10_018_50_05_27_16_39_49_1,0,537
PS-10_018_50_05_27_16_39_49_2,0,537
PS-10_019_47_05_27_19_27_34_0,0,413
PS-10_019_47_05_27_19_27_34_1,0,413
PS-10_019_47_05_27_19_27_34_2,0,413
PS-10_019_50_05_27_19_35_51_0,0,259
PS-10_019_50_05_27_19_35_51_1,0,259
PS-10_021_47_05_28_20_10_00_0,0,357
PS-10_021_47_05_28_20_10_00_1,1,357
PS-10_022_50_05_28_20_03_30_0,0,266
PS-10_023_47_05_29_20_08_34_0,0,411
PS-10_023_47_05_29_20_08_34_1,0,411
PS-10_023_50_05_29_20_16_47_0,0,538
PS-10_023_50_05_29_20_16_47_1,0,538
PS-10_023_50_05_29_20_16_47_2,0,538
PS-10_024_47_05_29_20_13_09_0,0,406
PS-10_024_47_05_29_20_13_09_1,0,406
PS-10_024_50_05_29_20_21_07_0,0,302
PS-10_025_47_05_31_10_55_49_0,0,412
PS-10_025_47_05_31_10_55_49_1,0,412
PS-10_025_50_05_31_11_04_01_0,0,538
PS-10_025_50_05_31_11_04_01_1,6,538
PS-10_025_50_05_31_11_04_01_2,0,538
PS-10_026_47_06_01_17_12_02_0,0,410
PS-10_026_47_06_01_17_12_02_1,0,410
PS-10_026_50_06_01_17_20_11_0,0,170
PS-10_027_47_05_30_19_54_47_0,0,404
PS-10_027_47_05_30_19_54_47_1,0,404
PS-10_027_50_05_30_20_02_47_0,0,539
PS-10_027_50_05_30_20_02_47_1,0,539
PS-10_027_50_05_30_20_02_47_2,0,539
PS-10_028_47_05_29_13_21_08_0,0,496
PS-10_028_47_05_29_13_21_08_1,1,496
PS-10_028_47_05_29_13_21_08_2,0,496
PS-10_028_50_05_29_13_30_42_0,0,541
PS-10_028_50_05_29_13_30_42_1,0,541
PS-10_028_50_05_29_13_30_42_2,0,541
PS-10_029_50_05_30_13_49_54_0,0,341
PS-10_029_50_05_30_13_49_54_1,0,341
PS-10_030_47_05_30_14_13_40_0,0,360
PS-10_030_47_05_30_14_13_40_1,0,360
PS-10_030_50_05_30_14_20_44_0,0,294
PS-10_031_47_05_31_14_20_05_0,0,413
PS-10_031_47_05_31_14_20_05_1,0,413
PS-10_031_50_05_31_14_28_30_0,0,539
PS-10_031_50_05_31_14_28_30_1,0,539
PS-10_031_50_05_31_14_28_30_2,0,539
PS-10_032_47_05_31_16_34_00_0,0,414
PS-10_032_47_05_31_16_34_00_1,0,414
PS-10_032_50_05_31_16_42_14_0,0,243
PS-10_033_47_05_31_17_11_18_0,0,410
PS-10_033_47_05_31_17_11_18_1,0,410
PS-10_033_50_05_31_17_19_45_0,0,538
PS-10_033_50_05_31_17_19_45_1,0,538
PS-10_033_50_05_31_17_19_45_2,0,538
PS-10_035_47_06_01_10_33_47_0,0,414
PS-10_035_47_06_01_10_33_47_1,0,414
PS-10_035_50_06_01_10_42_43_0,0,573
PS-10_035_50_06_01_10_42_43_1,0,573
PS-10_035_50_06_01_10_42_43_2,0,573
PS-10_036_47_06_02_10_13_30_0,0,412
PS-10_036_47_06_02_10_13_30_1,0,412
PS-10_036_50_06_02_10_21_49_0,0,293
PS-10_037_47_06_01_11_21_49_0,0,403
PS-10_037_47_06_01_11_21_49_1,0,403
PS-10_037_50_06_01_11_31_21_0,0,478
PS-10_037_50_06_01_11_31_21_1,0,478
PS-10_037_50_06_01_11_31_21_2,0,478
PS-10_038_47_06_02_10_47_05_0,1,412
PS-10_038_47_06_02_10_47_05_1,0,412
PS-10_038_50_06_02_10_55_01_0,0,259
PS-10_040_47_06_01_19_51_34_0,0,413
PS-10_040_47_06_01_19_51_34_1,0,413
PS-10_040_47_06_01_19_51_34_2,0,413
PS-10_040_50_06_01_20_00_00_0,0,538
PS-10_040_50_06_01_20_00_00_1,0,538
PS-10_040_50_06_01_20_00_00_2,0,538
PS-10_040_50_06_01_20_00_00_3,0,538
PS-10_041_47_05_30_16_56_13_0,0,413
PS-10_041_47_05_30_16_56_13_1,0,413
PS-10_041_50_05_30_17_04_21_0,0,619
PS-10_041_50_05_30_17_04_21_1,0,619
PS-10_041_50_05_30_17_04_21_2,0,619
PS-10_041_50_05_30_17_04_21_3,0,619
PS-10_043_47_06_02_14_18_11_0,0,415
PS-10_043_47_06_02_14_18_11_1,0,415
PS-10_043_47_06_02_14_18_11_2,0,415
PS-10_043_50_06_02_14_26_37_0,0,509
PS-10_043_50_06_02_14_26_37_1,0,509
PS-10_043_50_06_02_14_26_37_2,0,509
PS-10_043_50_06_02_14_26_37_3,0,509
PS-10_044_47_06_02_16_52_03_0,0,386
PS-10_044_47_06_02_16_52_03_1,0,386
PS-10_044_50_06_02_16_59_44_0,0,537
PS-10_044_50_06_02_16_59_44_1,0,537
PS-10_044_50_06_02_16_59_44_2,0,537
PS-10_045_47_06_02_17_13_15_0,0,413
PS-10_045_47_06_02_17_13_15_1,0,413
PS-10_045_50_06_02_17_21_11_0,0,540
PS-10_045_50_06_02_17_21_11_1,0,540
PS-10_045_50_06_02_17_21_11_2,0,540
PS-10_046_47_06_02_19_35_27_0,0,415
PS-10_046_47_06_02_19_35_27_1,0,415
PS-10_046_50_06_02_19_44_18_0,0,264
PS-10_047_47_06_02_19_57_19_0,0,413
PS-10_047_47_06_02_19_57_19_1,0,413
PS-10_047_50_06_02_20_05_31_0,0,572
PS-10_047_50_06_02_20_05_31_1,0,572
PS-10_047_50_06_02_20_05_31_2,0,572
PS-10_048_47_06_13_11_00_08_0,0,406
PS-10_048_47_06_13_11_00_08_1,0,406
PS-10_048_47_06_13_11_00_08_2,0,406
PS-10_048_50_06_13_11_08_26_0,0,731
PS-10_048_50_06_13_11_08_26_1,0,731
PS-10_048_50_06_13_11_08_26_2,0,731
PS-10_048_50_06_13_11_08_26_3,0,731
PS-10_048_50_06_13_11_08_26_4,0,731
PS-10_049_47_06_13_10_50_43_0,0,412
PS-10_049_47_06_13_10_50_43_1,0,412
PS-10_049_50_06_13_10_58_52_0,0,444
PS-10_049_50_06_13_10_58_52_1,0,444
PS-10_050_47_06_13_13_24_52_0,0,412
PS-10_050_47_06_13_13_24_52_1,0,412
PS-10_050_50_06_13_13_32_54_0,0,604
PS-10_050_50_06_13_13_32_54_1,0,604
PS-10_050_50_06_13_13_32_54_2,0,604
PS-10_050_50_06_13_13_32_54_3,0,604
PS-10_051_47_06_13_13_28_04_0,0,409
PS-10_051_47_06_13_13_28_04_1,0,409
PS-10_051_50_06_13_13_36_01_0,0,545
PS-10_051_50_06_13_13_36_01_1,0,545
PS-10_051_50_06_13_13_36_01_2,0,545
PS-10_052_47_06_11_11_16_24_0,0,414
PS-10_052_47_06_11_11_16_24_1,0,414
PS-10_053_47_06_13_16_32_07_0,0,413
PS-10_053_47_06_13_16_32_07_1,0,413
PS-10_053_50_06_13_16_40_20_0,0,496
PS-10_053_50_06_13_16_40_20_1,0,496
PS-10_053_50_06_13_16_40_20_2,0,496
PS-10_054_50_06_13_19_56_31_0,0,496
PS-10_054_50_06_13_19_56_31_1,0,496
PS-10_054_50_06_13_19_56_31_2,0,496
PS-10_055_47_06_18_18_04_26_0,0,368
PS-10_055_47_06_18_18_04_26_1,0,368
PS-10_055_50_06_18_18_11_42_0,1,483
PS-10_055_50_06_18_18_11_42_1,0,483
PS-10_055_50_06_18_18_11_42_2,0,483
PS-10_056_47_06_14_10_49_44_0,0,415
PS-10_056_47_06_14_10_49_44_1,0,415
PS-10_056_50_06_14_10_57_41_0,0,230
PS-10_057_47_06_14_11_29_22_0,0,412
PS-10_057_47_06_14_11_29_22_1,0,412
PS-10_057_50_06_14_11_37_38_0,0,537
PS-10_057_50_06_14_11_37_38_1,0,537
PS-10_057_50_06_14_11_37_38_2,0,537
PS-10_058_47_06_14_13_54_41_0,0,412
PS-10_058_47_06_14_13_54_41_1,0,412
PS-10_058_50_06_14_14_02_54_0,0,506
PS-10_058_50_06_14_14_02_54_1,0,506
PS-10_058_50_06_14_14_02_54_2,0,506
PS-10_059_50_06_14_13_50_44_0,0,482
PS-10_059_50_06_14_13_50_44_1,0,482
PS-10_060_47_06_14_16_38_14_0,0,416
PS-10_060_47_06_14_16_38_14_1,0,416
PS-10_060_50_06_14_16_46_24_0,0,174
PS-10_061_47_06_14_16_52_18_0,0,413
PS-10_061_47_06_14_16_52_18_1,0,413
PS-10_061_50_06_14_17_00_29_0,0,611
PS-10_061_50_06_14_17_00_29_1,0,611
PS-10_061_50_06_14_17_00_29_2,0,611
PS-10_061_50_06_14_17_00_29_3,0,611
PS-10_062_47_06_14_19_25_26_0,0,412
PS-10_062_47_06_14_19_25_26_1,0,412
PS-10_062_50_06_14_19_33_46_0,0,438
PS-10_062_50_06_14_19_33_46_1,0,438
PS-10_063_47_06_14_19_40_50_0,0,403
PS-10_063_47_06_14_19_40_50_1,0,403
PS-10_063_50_06_14_19_48_43_0,0,539
PS-10_063_50_06_14_19_48_43_1,0,539
PS-10_063_50_06_14_19_48_43_2,1,539
PS-10_064_47_06_15_10_24_15_0,0,370
PS-10_064_47_06_15_10_24_15_1,1,370
PS-10_066_50_06_15_13_33_38_0,0,388
PS-10_066_50_06_15_13_33_38_1,0,388
PS-10_067_47_06_15_16_35_22_0,0,413
PS-10_067_47_06_15_16_35_22_1,0,413
PS-10_067_50_06_15_16_43_47_0,0,590
PS-10_067_50_06_15_16_43_47_1,0,590
PS-10_067_50_06_15_16_43_47_2,0,590
PS-10_068_47_06_15_16_42_41_0,0,413
PS-10_068_47_06_15_16_42_41_1,0,413
PS-10_068_50_06_15_16_51_30_0,0,538
PS-10_068_50_06_15_16_51_30_1,0,538
PS-10_068_50_06_15_16_51_30_2,0,538
PS-10_069_47_06_19_19_48_23_0,0,413
PS-10_069_47_06_19_19_48_23_1,0,413
PS-10_069_50_06_19_19_56_16_0,0,537
PS-10_069_50_06_19_19_56_16_1,0,537
PS-10_069_50_06_19_19_56_16_2,0,537
PS-10_070_47_06_26_20_13_46_0,0,413
PS-10_070_47_06_26_20_13_46_1,0,413
PS-10_070_50_06_26_20_21_32_0,0,572
PS-10_070_50_06_26_20_21_32_1,0,572
PS-10_070_50_06_26_20_21_32_2,0,572
PS-10_072_47_06_09_17_17_38_0,0,402
PS-10_072_47_06_09_17_17_38_1,0,402
PS-10_073_47_06_16_11_13_48_0,0,411
PS-10_073_47_06_16_11_13_48_1,0,411
PS-10_073_50_06_16_11_21_40_0,0,568
PS-10_073_50_06_16_11_21_40_1,0,568
PS-10_073_50_06_16_11_21_40_2,0,568
PS-10_074_47_06_16_19_27_31_0,0,414
PS-10_074_47_06_16_19_27_31_1,0,414
PS-10_074_50_06_16_19_35_48_0,0,538
PS-10_074_50_06_16_19_35_48_1,0,538
PS-10_074_50_06_16_19_35_48_2,0,538
PS-10_075_47_06_16_13_59_31_0,0,416
PS-10_075_47_06_16_13_59_31_1,0,416
PS-10_075_50_06_16_14_07_30_0,0,539
PS-10_075_50_06_16_14_07_30_1,2,539
PS-10_075_50_06_16_14_07_30_2,0,539
PS-10_078_50_06_16_19_00_30_0,0,395
PS-10_078_50_06_16_19_00_30_1,0,395
PS-10_078_50_06_16_19_00_30_2,0,395
PS-10_079_47_06_19_14_10_37_0,1,413
PS-10_079_47_06_19_14_10_37_1,0,413
PS-10_079_50_06_19_14_18_25_0,0,321
PS-10_079_50_06_19_14_18_25_1,0,321
PS-10_080_47_06_17_10_56_47_0,1,411
PS-10_080_47_06_17_10_56_47_1,0,411
PS-10_080_50_06_17_11_05_10_0,3,201
PS-10_081_50_06_17_19_30_13_0,0,390
PS-10_081_50_06_17_19_30_13_1,0,390
